Key,Description,en,ko
fa26-opDesertCobra_mission8_b2,Text from a mission briefing.,"The flight path will be low, weaving through the valleys to avoid line of sight with enemy radar.

Maintain formation with Kilo 1 for the entirety of the ingress phase.","비행 경로는 적 레이더의 시야를 피해 계곡 사이를 누비는 저고도 경로입니다.

진입 단계 내내 Kilo 1과 대형을 유지하십시오."
fa26-opDesertCobra_mission8_b3,Text from a mission briefing.,"The secondary targets are coastal defenses at Alpha and two IR SAM units at Bravo. Destroying them will help clear the way for the bomber. 

Again, flight leader Kilo 1-1 will call the shots on these targets.","보조 목표는 Alpha 지점의 해안 방어 시설과 Bravo 지점의 적외선 유도 지대공 미사일 2기입니다. 이를 파괴하면 폭격기의 진로를 여는 데 도움이 됩니다. 

다시 말하지만, 이 목표들에 대한 지시는 편대장 Kilo 1-1이 내립니다."
fa26-opDesertCobra_mission8_b4,Text from a mission briefing.,"The primary objective will begin when you reach the base at Charlie.

Allied rocket artillery will be in the area launching strikes on the base's air defenses.","주 목표는 Charlie 지점의 기지에 도달하면 시작됩니다.

아군 로켓포가 이 지역에서 기지의 방공망을 타격하고 있을 것입니다."
fa26-opDesertCobra_mission8_b5,Text from a mission briefing.,"The primary targets are rows of cylindrical tents lined up from east to west.

Your flight path will allow you to strike multiple targets in a single low-altitude bombing pass.","주 목표물은 동서 방향으로 늘어선 원통형 텐트들입니다.

비행 경로상 저고도 폭격 1회 진입으로 여러 목표를 타격할 수 있습니다."
fa26-opDesertCobra_mission8_b6,Text from a mission briefing.,"After the first pass, flight lead duties will be passed over to you (Kilo 1-2).  Lead your wingmen to take down the remaining targets.","첫 번째 진입 후, 편대 지휘권이 당신(Kilo 1-2)에게 넘어옵니다.  윙맨들을 이끌고 남은 목표물을 파괴하십시오."
fa26-opDesertCobra_mission8_b7,Text from a mission briefing.,"A group of F-45A's will take off from a nearby FARP to help keep enemy aircraft and other threats off of you and your wingmen.

Once primary targets have been destroyed, an AV-42C will also dispatch from here to deliver troops to the headquarters and capture the enemy leaders.","F-45A 편대가 인근 FARP에서 이륙하여 적 항공기와 기타 위협으로부터 당신과 윙맨들을 지켜줄 것입니다.

주 목표물이 파괴되면 AV-42C도 이곳에서 출발하여 적 사령부에 병력을 투입하고 적 지휘부를 사로잡을 것입니다."
fa26-opDesertCobra_mission8_b8,Text from a mission briefing.,"You will be tasked to protect them at that time, but we'll update you on that final operation when we get to it.

Focus on supporting your wingmen during the flight through hostile territory and destroying the primary targets.","그때가 되면 그들을 보호하는 임무를 맡게 되지만, 최종 작전에 대해서는 그 시점에 다시 알려 드리겠습니다.

지금은 적 영토를 통과하는 동안 윙맨을 지원하고 주 목표물을 파괴하는 데 집중하십시오."
fa26-opDesertCobra_mission8_b9,Text from a mission briefing.,"SUMMARY

OBJECTIVES
-  Clear air defenses for bombers
- *Destroy enemy assets
-  Protect troop transport

THREATS
- IR and Radar SAMs
- Aircraft","요약

목표
-  폭격기를 위한 방공망 제거
- *적 자산 파괴
-  병력 수송기 보호

위협
- 적외선/레이더 유도 지대공 미사일
- 항공기"
campaign_f45-quickFlight_name,Name of a campaign.,Quick Flight,빠른 비행
campaign_f45-quickFlight_description,Description of a campaign.,A small collection of quick missions for the F-45A.,F-45A용 짧은 임무 모음입니다.
f45-quickFlight:45_2StageAttack_name,Name of a mission.,Counter-Bomber,폭격기 요격
f45-quickFlight:45_2StageAttack_description,Description of a mission.,Take the lead on this two-part mission to take down hostile bombers.,적 폭격기를 격추하는 2단계 임무를 이끄십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_0:name,A mission objective name,SEAD,방공망 제압
F-45A:f45-quickFlight:45_2StageAttack:obj_0:info,Mission objective info.,Destroy the long range MAD-4 Radar (M4) near the airbase.,공군기지 근처의 장거리 MAD-4 레이더(M4)를 파괴하십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_1:name,A mission objective name,Destroy Fighters,전투기 파괴
F-45A:f45-quickFlight:45_2StageAttack:obj_1:info,Mission objective info.,Destroy the fighters taking off from the base with the help of India group.,India 편대의 지원을 받아 기지에서 이륙하는 전투기를 파괴하십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_2:name,A mission objective name,Rearm,재무장
F-45A:f45-quickFlight:45_2StageAttack:obj_2:info,Mission objective info.,Rearm at FARP,FARP에서 재무장하십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_3:name,A mission objective name,Destroy Bombers,폭격기 파괴
F-45A:f45-quickFlight:45_2StageAttack:obj_3:info,Mission objective info.,Destroy bombers taking off from second airbase.,두 번째 공군기지에서 이륙하는 폭격기를 파괴하십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_4:name,A mission objective name,RTB,기지로 귀환
F-45A:f45-quickFlight:45_2StageAttack:obj_4:info,Mission objective info.,Return to the fleet.,함대로 귀환하십시오.
f45-quickFlight:45_BayAssault_name,Name of a mission.,Bay Assault,만 강습
f45-quickFlight:45_BayAssault_description,Description of a mission.,Attack high value targets in an attack on enemy territory.,적 영토 공격 작전에서 고가치 목표물을 공격합니다.
F-45A:f45-quickFlight:45_BayAssault:obj_0:name,A mission objective name,Destroy C2,C2 파괴
F-45A:f45-quickFlight:45_BayAssault:obj_0:info,Mission objective info.,Locate and destroy the command & control bunkers,지휘 통제 벙커를 찾아 파괴하십시오.
F-45A:f45-quickFlight:45_BayAssault:obj_1:name,A mission objective name,Destroy Artillery,포병 파괴
F-45A:f45-quickFlight:45_BayAssault:obj_1:info,Mission objective info.,Destroy the artillery attacking our ships.,아군 함선을 공격하는 포병을 파괴하십시오.
F-45A:f45-quickFlight:45_BayAssault:obj_2:name,A mission objective name,Destroy Aircraft,항공기 파괴
F-45A:f45-quickFlight:45_BayAssault:obj_2:info,Mission objective info.,Find and destroy the highly capable enemy stealth fighters.,고성능 적 스텔스 전투기를 찾아 파괴하십시오.
F-45A:f45-quickFlight:45_BayAssault:obj_3:name,A mission objective name,Destroy Bombers,폭격기 파괴
F-45A:f45-quickFlight:45_BayAssault:obj_3:info,Mission objective info.,Find and destroy the enemy bomber aircraft.,적 폭격기를 찾아 파괴하십시오.
F-45A:f45-quickFlight:45_BayAssault:obj_4:name,A mission objective name,RTB,기지로 귀환
F-45A:f45-quickFlight:45_BayAssault:obj_4:info,Mission objective info.,Return to the assault carrier.,강습 항모로 귀환하십시오.
F-45A:f45-quickFlight:45_BayAssault:obj_5:name,A mission objective name,Protect Carriers,항모 보호
F-45A:f45-quickFlight:45_BayAssault:obj_5:info,Mission objective info.,Do not let the enemy destroy either of our carriers!,적이 아군 항공모함을 파괴하지 못하게 막으십시오!
f45-quickFlight:45_carrierPractice_name,Name of a mission.,Carrier Landing Practice,항공모함 착함 연습
f45-quickFlight:45_carrierPractice_description,Description of a mission.,Practice arrested or vertical landings on a moving carrier.,이동 중인 항공모함에서 어레스팅 착함 또는 수직 착륙을 연습합니다.
f45-quickFlight:f45-freeFlight_name,Name of a mission.,Free Flight,자유 비행
f45-quickFlight:f45-freeFlight_description,Description of a mission.,No enemies or objectives.,적도 목표도 없습니다.
f45-quickFlight:f45_quickMission1_name,Name of a mission.,Stealth Strike,스텔스 공격
f45-quickFlight:f45_quickMission1_description,Description of a mission.,"Search for and destroy enemy weapon caches. Avoid detection or pay the price. Once they know where you are, they'll do anything to stop you.",적의 무기 저장고를 수색해 파괴하십시오. 탐지를 피하지 못하면 대가를 치르게 됩니다. 적이 당신의 위치를 알게 되면 수단과 방법을 가리지 않고 막으려 들 것입니다.
F-45A:f45-quickFlight:f45_quickMission1:obj_0:name,A mission objective name,Destroy Targets,목표물 파괴
F-45A:f45-quickFlight:f45_quickMission1:obj_0:info,Mission objective info.,Find and destroy enemy weapon caches. Locations unknown.,적 무기 저장고를 찾아 파괴하십시오. 위치는 알 수 없습니다.
F-45A:f45-quickFlight:f45_quickMission1:obj_1:name,A mission objective name,RTB,기지로 귀환
F-45A:f45-quickFlight:f45_quickMission1:obj_1:info,Mission objective info.,Return to and land on the helipad.,헬기 착륙장으로 돌아가 착륙하십시오.
f45-quickFlight_45_2StageAttack_b0,Text from a mission briefing.,"You will be the first to launch from the carrier.

Destroy the long range air defenses at the enemy coastal airbase Alpha first so that we can launch fighters.","당신은 항공모함에서 가장 먼저 출격합니다.

아군 전투기를 출격시킬 수 있도록 적 해안 공군기지 Alpha의 장거리 방공망을 먼저 파괴하십시오."
f45-quickFlight_45_2StageAttack_b1,Text from a mission briefing.,"Once the air defenses are destroyed, CAP group India will launch from the carrier to help you clean up the enemy fighters.",방공망이 파괴되면 전투 초계 편대 India가 항공모함에서 출격하여 적 전투기 소탕을 도울 것입니다.
f45-quickFlight_45_2StageAttack_b2,Text from a mission briefing.,"After clearing the fighters, land at the FARP to reconfigure for a purely air-to-air role. You will be joined by another F-45 to take down the enemy bombers taking off from airbase Bravo.

SEAD group Romeo will launch from the carrier to disable the SAM sites at Bravo.","전투기를 정리한 후 FARP에 착륙하여 순수 공대공 무장으로 재무장하십시오. 다른 F-45 한 대와 합류하여 Bravo 공군기지에서 이륙하는 적 폭격기를 격추하게 됩니다.

방공망 제압 편대 Romeo는 Bravo의 지대공 미사일 기지를 무력화하기 위해 항공모함에서 출격합니다."
f45-quickFlight_45_2StageAttack_b3,Text from a mission briefing.,Destroy the two bombers from Bravo then return to carrier to complete the mission!,Bravo에서 이륙한 폭격기 2대를 파괴한 뒤 항공모함으로 귀환하면 임무가 완료됩니다!
f45-quickFlight_45_BayAssault_b0,Text from a mission briefing.,"Complete all of the objectives, then return to the assault carrier.

You can complete them in any order you choose.

There's a mix of hardened surface targets and air targets.","모든 목표를 완료한 뒤 강습 항모로 귀환하십시오.

목표는 원하는 순서대로 완료할 수 있습니다.

견고한 지상 목표와 공중 목표가 섞여 있습니다."
f45-quickFlight_45_BayAssault_b1,Text from a mission briefing.,"Enemy rocket artillery have moved into range and have begun firing on our fleet from the other side of a mountain.

They have a low hit probability, but we must destroy them.","적 로켓포가 사거리 안으로 이동해 산 반대편에서 아군 함대를 향해 포격을 시작했습니다.

명중률은 낮지만 반드시 파괴해야 합니다."
f45-quickFlight_45_BayAssault_b2,Text from a mission briefing.,"Enemy bombers have also been known to operate from this area. If they decide to deploy them against our assault fleet, they will be a high priority target.",적 폭격기도 이 지역에서 활동하는 것으로 알려져 있습니다. 적이 아군 강습 함대를 향해 폭격기를 투입한다면 최우선 목표가 될 것입니다.
f45-quickFlight_45_BayAssault_b3,Text from a mission briefing.,"We have little intel on their whereabouts, but a handful of enemy stealth fighters are stationed by the bay and must be destroyed.","행방에 대한 정보는 거의 없지만, 적 스텔스 전투기 몇 대가 만 근처에 주둔하고 있으며 반드시 파괴해야 합니다."
f45-quickFlight_45_BayAssault_b4,Text from a mission briefing.,"Finally, you must find the enemy command post and destroy the two bunkers. The bunkers will likely be adjacent to large supply tents.",마지막으로 적 지휘소를 찾아 벙커 두 개를 파괴해야 합니다. 벙커는 대형 보급 텐트 근처에 있을 가능성이 높습니다.
f45-quickFlight_45_BayAssault_b5,Text from a mission briefing.,"Enemy bases are well defended, so use caution when operating near them.",적 기지는 방어가 견고하므로 근처에서 작전할 때는 주의하십시오.
f45-quickFlight_45_BayAssault_b6,Text from a mission briefing.,The mission will be considered a failure if either of our carriers are destroyed.,아군 항공모함 중 한 척이라도 파괴되면 임무는 실패로 간주됩니다.
f45-quickFlight_45_carrierPractice_b0,Text from a mission briefing.,"No objectives or enemies.

You will start at 300kts, 1000ft above two carriers.  Contact one of them to request clearance to land.","목표도 적도 없습니다.

두 항공모함 상공 1000ft에서 300kts로 시작합니다.  항공모함 중 한 곳과 교신하여 착함 허가를 요청하십시오."
f45-quickFlight_f45-freeFlight_b0,Text from a mission briefing.,No objectives or enemies.,목표도 적도 없습니다.
f45-quickFlight_f45_quickMission1_b0,Text from a mission briefing.,"You are stationed at small FARP (forward arming and refueling point) near an enemy airbase.  Unfortunately, you only have enough supplies for one last sortie, and it's a tough one.","당신은 적 공군기지 근처의 작은 FARP(전방 무장 및 급유 지점)에 주둔하고 있습니다.  아쉽게도 남은 보급품은 마지막 출격 한 번 분량뿐이며, 만만치 않은 임무가 될 것입니다."
f45-quickFlight_f45_quickMission1_b1,Text from a mission briefing.,"The mission is to destroy 3 enemy weapon caches.  We don't know exactly where they are, but they are most likely near air defenses.  Based on their radar emissions, we have estimated the positions of 4 sites.  The caches may all be at one site, or spread out between them.","임무는 적 무기 저장고 3개를 파괴하는 것입니다.  정확한 위치는 알 수 없지만 방공망 근처에 있을 가능성이 높습니다.  레이더 전파를 바탕으로 4개 지점의 위치를 추정했습니다.  저장고는 모두 한 지점에 있을 수도, 여러 지점에 나뉘어 있을 수도 있습니다."
f45-quickFlight_f45_quickMission1_b2,Text from a mission briefing.,"You don't have any support on this mission.  No extra fuel, no rearming, no wingmen, nothing.  With scattered SAM sites and numerous enemy air patrols, the odds are stacked against you.  Use stealthy tactics to maneuver around the area and destroy the targets.","이 임무에는 아무런 지원이 없습니다.  추가 연료도, 재무장도, 윙맨도 없습니다.  곳곳에 흩어진 지대공 미사일 기지와 수많은 적 공중 초계 때문에 상황은 불리합니다.  은밀한 전술로 지역을 기동하며 목표물을 파괴하십시오."
f45-quickFlight_f45_quickMission1_b3,Text from a mission briefing.,"SUMMARY:
Objective:
  - Destroy the 3 weapon caches (supply tents)

Threats:
  - SAMs
  - Patrolling aircraft","요약:
목표:
  - 무기 저장고 3개 파괴(보급 텐트)

위협:
  - 지대공 미사일
  - 초계 중인 항공기"
campaign_arcadeTutorial_name,Name of a campaign.,Tutorials,튜토리얼
campaign_arcadeTutorial_description,Description of a campaign.,Basic tutorials for the AV-42C,AV-42C 기본 튜토리얼
arcadeTutorial:tut_gettingStarted_name,Name of a mission.,Getting Started,시작하기
arcadeTutorial:tut_gettingStarted_description,Description of a mission.,"Cockpit familiarization, start-up procedures.","조종석 숙지, 시동 절차"
arcadeTutorial:tut_weapons1_name,Name of a mission.,Basic Weapons,기본 무장
arcadeTutorial:tut_weapons1_description,Description of a mission.,"Learn how to use the cannon, rockets, and targeting system.","기관포, 로켓, 조준 시스템 사용법을 배웁니다."
arcadeTutorial:verticalFlight1_name,Name of a mission.,AP Vertical Flight,자동 조종 수직 비행
arcadeTutorial:verticalFlight1_description,Description of a mission.,Learn how to use the hover autopilot feature.,호버링 자동 조종 기능 사용법을 배웁니다.
arcadeTutorial:tut_basicFlight_name,Name of a mission.,Basic Flight,기본 비행
arcadeTutorial:tut_basicFlight_description,Description of a mission.,"Taxi, take off, landing.","지상 활주, 이륙, 착륙."
arcadeTutorial_tut_gettingStarted_b0,Text from a mission briefing.,"Today we will be learning how to operate the AV-42C.

The start-up procedure is not very complicated, so let's jump in and get started.","오늘은 AV-42C 조작법을 배워 보겠습니다.

시동 절차는 그리 복잡하지 않으니 바로 시작해 봅시다."
arcadeTutorial_tut_weapons1_b0,Text from a mission briefing.,"The AV-42C is capable of equipping various weapons.  Today you will learn how to use the 30mm GAU-8 cannon, and the Hydra-70 unguided rockets.  You will also learn how to find and acquire targets using the TGP.",AV-42C는 다양한 무장을 장착할 수 있습니다.  오늘은 30mm GAU-8 기관포와 Hydra-70 무유도 로켓 사용법을 배웁니다.  또한 TGP(조준 포드)를 사용해 목표를 찾고 포착하는 방법도 배웁니다.
arcadeTutorial_verticalFlight1_b0,Text from a mission briefing.,"Vertical flight can be tricky, but by using the hover autopilot, you can take off, hover, and land with ease.","수직 비행은 까다로울 수 있지만, 호버링 자동 조종을 사용하면 이륙, 호버링, 착륙을 쉽게 할 수 있습니다."
campaign_ah94-quickFlight_name,Name of a campaign.,AH-94 Quick Flight,AH-94 빠른 비행
campaign_ah94-quickFlight_description,Description of a campaign.,Quick flights and missions for the AH-94 Attack Helicopter.,AH-94 공격 헬리콥터용 빠른 비행 및 임무 모음입니다.
ah94-quickFlight:arcticAssault_name,Name of a mission.,Arctic Assault,북극 강습
ah94-quickFlight:arcticAssault_description,Description of a mission.,Scout targets for artillery and destroy anything that remains.,포격을 위해 목표를 정찰하고 남은 것을 모두 파괴하십시오.
AH-94:ah94-quickFlight:arcticAssault:obj_0:name,A mission objective name,Artillery Targets,포격 목표
AH-94:ah94-quickFlight:arcticAssault:obj_0:info,Mission objective info.,Destroy any remaining targets at the waypoint.,경유지에 남아 있는 모든 목표물을 파괴하십시오.
AH-94:ah94-quickFlight:arcticAssault:obj_1:name,A mission objective name,Armored Targets,기갑 목표
AH-94:ah94-quickFlight:arcticAssault:obj_1:info,Mission objective info.,Destroy the armored group moving towards our troops.,아군 병력을 향해 이동 중인 기갑 부대를 파괴하십시오.
AH-94:ah94-quickFlight:arcticAssault:obj_2:name,A mission objective name,Find Targets,목표 수색
AH-94:ah94-quickFlight:arcticAssault:obj_2:info,Mission objective info.,Pinpoint the location of targets at the waypoint.,경유지에서 목표물의 정확한 위치를 파악하십시오.
AH-94:ah94-quickFlight:arcticAssault:obj_3:name,A mission objective name,Destroy Targets,목표 파괴
AH-94:ah94-quickFlight:arcticAssault:obj_3:info,Mission objective info.,Destroy the targets you found. Artillery will assist.,찾아낸 목표물을 파괴하십시오. 포병이 지원할 것입니다.
AH-94:ah94-quickFlight:arcticAssault:obj_4:name,A mission objective name,Destroy MAD-4,MAD-4 파괴
AH-94:ah94-quickFlight:arcticAssault:obj_4:info,Mission objective info.,Destroy enemy air defenses to allow bombers to pass.,폭격기가 통과할 수 있도록 적 방공망을 파괴하십시오.
AH-94:ah94-quickFlight:arcticAssault:obj_5:name,A mission objective name,RTB,기지 귀환
AH-94:ah94-quickFlight:arcticAssault:obj_5:info,Mission objective info.,Return to the FARP.,FARP로 귀환하십시오.
ah94-quickFlight:flightPractice_name,Name of a mission.,Flight Practice,비행 연습
ah94-quickFlight:flightPractice_description,Description of a mission.,"Practice take off, flight, and landing in various locations.","다양한 장소에서 이륙, 비행, 착륙을 연습합니다."
AH-94:ah94-quickFlight:flightPractice:obj_0:name,A mission objective name,Take Off,이륙
AH-94:ah94-quickFlight:flightPractice:obj_0:info,Mission objective info.,Take off to 50ft.,50ft까지 이륙하십시오.
AH-94:ah94-quickFlight:flightPractice:obj_1:name,A mission objective name,Land Pad 1,1번 패드 착륙
AH-94:ah94-quickFlight:flightPractice:obj_1:info,Mission objective info.,Land on the same pad you took off from.,이륙했던 패드에 다시 착륙하십시오.
AH-94:ah94-quickFlight:flightPractice:obj_2:name,A mission objective name,Short Hop,짧은 이동
AH-94:ah94-quickFlight:flightPractice:obj_2:info,Mission objective info.,Land on Pad 2,2번 패드에 착륙하십시오.
AH-94:ah94-quickFlight:flightPractice:obj_3:name,A mission objective name,Medium Hop,중거리 이동
AH-94:ah94-quickFlight:flightPractice:obj_3:info,Mission objective info.,Slight turn to Pad 3,살짝 선회하여 3번 패드에 착륙하십시오.
AH-94:ah94-quickFlight:flightPractice:obj_4:name,A mission objective name,Long Hop,장거리 이동
AH-94:ah94-quickFlight:flightPractice:obj_4:info,Mission objective info.,Long hop to pad 4.  Small pad!,4번 패드까지 장거리 이동입니다.  패드가 작습니다!
AH-94:ah94-quickFlight:flightPractice:obj_5:name,A mission objective name,Tight Spot,좁은 자리
AH-94:ah94-quickFlight:flightPractice:obj_5:info,Mission objective info.,Land on the pad between the buildings.,건물 사이의 패드에 착륙하십시오.
AH-94:ah94-quickFlight:flightPractice:obj_6:name,A mission objective name,Rooftop 1,옥상 1
AH-94:ah94-quickFlight:flightPractice:obj_6:info,Mission objective info.,Land on the rooftop.,옥상에 착륙하십시오.
AH-94:ah94-quickFlight:flightPractice:obj_7:name,A mission objective name,Rooftop 2,옥상 2
AH-94:ah94-quickFlight:flightPractice:obj_7:info,Mission objective info.,Land on the rooftop 2.,두 번째 옥상에 착륙하십시오.
AH-94:ah94-quickFlight:flightPractice:obj_8:name,A mission objective name,Dock Pad,부두 패드
AH-94:ah94-quickFlight:flightPractice:obj_8:info,Mission objective info.,,
AH-94:ah94-quickFlight:flightPractice:obj_9:name,A mission objective name,Cross Country,크로스 컨트리
AH-94:ah94-quickFlight:flightPractice:obj_9:info,Mission objective info.,Land on the rooftop in the next city.,다음 도시의 옥상에 착륙하십시오.
AH-94:ah94-quickFlight:flightPractice:obj_10:name,A mission objective name,Cruiser,순양함
AH-94:ah94-quickFlight:flightPractice:obj_10:info,Mission objective info.,Land on the cruiser deck.,순양함 갑판에 착륙하십시오.
ah94-quickFlight:smallArms_name,Name of a mission.,Small Arms,경무장
ah94-quickFlight:smallArms_description,Description of a mission.,Attack lightly defended enemy encampments.,방어가 허술한 적 야영지를 공격하십시오.
AH-94:ah94-quickFlight:smallArms:obj_0:name,A mission objective name,Target Outpost A,전초기지 A 공격
AH-94:ah94-quickFlight:smallArms:obj_0:info,Mission objective info.,Destroy all units at the waypoint.,경유지의 모든 유닛을 파괴하십시오.
AH-94:ah94-quickFlight:smallArms:obj_1:name,A mission objective name,Target Outpost B,전초기지 B 공격
AH-94:ah94-quickFlight:smallArms:obj_1:info,Mission objective info.,Destroy all units at the waypoint.,경유지의 모든 유닛을 파괴하십시오.
AH-94:ah94-quickFlight:smallArms:obj_2:name,A mission objective name,Recon,정찰
AH-94:ah94-quickFlight:smallArms:obj_2:info,Mission objective info.,Fly to the designated area.,지정된 구역으로 비행하십시오.
AH-94:ah94-quickFlight:smallArms:obj_3:name,A mission objective name,Find Targets,목표 수색
AH-94:ah94-quickFlight:smallArms:obj_3:info,Mission objective info.,Use TADS to get an ID on targets in the area.,TADS를 사용해 해당 구역의 목표물을 식별하십시오.
AH-94:ah94-quickFlight:smallArms:obj_4:name,A mission objective name,Destroy Radar,레이더 파괴
AH-94:ah94-quickFlight:smallArms:obj_4:info,Mission objective info.,Destroy the radar on the mountain site.,산 위의 레이더를 파괴하십시오.
AH-94:ah94-quickFlight:smallArms:obj_5:name,A mission objective name,RTB,기지 귀환
AH-94:ah94-quickFlight:smallArms:obj_5:info,Mission objective info.,Land anywhere at base.,기지 아무 곳에나 착륙하십시오.
ah94-quickFlight:surpriseAttack_name,Name of a mission.,Surprise Attack,기습 공격
ah94-quickFlight:surpriseAttack_description,Description of a mission.,Surprise the enemy with a quick and sneaky attack on their airbase.,적 공군기지를 빠르고 은밀하게 기습 공격하십시오.
AH-94:ah94-quickFlight:surpriseAttack:obj_0:name,A mission objective name,Destroy Aircraft,항공기 파괴
AH-94:ah94-quickFlight:surpriseAttack:obj_0:info,Mission objective info.,Wait for bomber to land then destroy the aircraft before they take off!,"폭격기가 착륙할 때까지 기다렸다가, 항공기들이 이륙하기 전에 파괴하십시오!"
AH-94:ah94-quickFlight:surpriseAttack:obj_1:name,A mission objective name,RTB,기지 귀환
AH-94:ah94-quickFlight:surpriseAttack:obj_1:info,Mission objective info.,Return to the FARP.,FARP로 귀환하십시오.
ah94-quickFlight:Target Practice_name,Name of a mission.,Target Practice,사격 연습
ah94-quickFlight:Target Practice_description,Description of a mission.,Practice using the AH-94's weapons on various targets.,다양한 표적에 AH-94의 무장 사용을 연습합니다.
AH-94:ah94-quickFlight:Target Practice:obj_0:name,A mission objective name,Beach Targets,해변 표적
AH-94:ah94-quickFlight:Target Practice:obj_0:info,Mission objective info.,Destroy the stationary targets at the beach.,해변의 고정 표적을 파괴하십시오.
AH-94:ah94-quickFlight:Target Practice:obj_1:name,A mission objective name,Downtown MAD Targets,도심 MAD 표적
AH-94:ah94-quickFlight:Target Practice:obj_1:info,Mission objective info.,Destroy the MAD-4 launchers stationed between the skyscrapers.,고층 빌딩 사이에 배치된 MAD-4 발사대를 파괴하십시오.
AH-94:ah94-quickFlight:Target Practice:obj_2:name,A mission objective name,Moving Targets 1,이동 표적 1
AH-94:ah94-quickFlight:Target Practice:obj_2:info,Mission objective info.,Destroy the column of tanks driving around the suburbs.,교외를 주행 중인 전차 대열을 파괴하십시오.
AH-94:ah94-quickFlight:Target Practice:obj_3:name,A mission objective name,Moving Targets 2,이동 표적 2
AH-94:ah94-quickFlight:Target Practice:obj_3:info,Mission objective info.,Destroy the column of tanks driving around downtown.,도심을 주행 중인 전차 대열을 파괴하십시오.
AH-94:ah94-quickFlight:Target Practice:obj_4:name,A mission objective name,Oil Platform Targets,석유 시추 시설 표적
AH-94:ah94-quickFlight:Target Practice:obj_4:info,Mission objective info.,Neutralize the soldiers occupying the oil platform.,석유 시추 시설을 점거한 병력을 무력화하십시오.
AH-94:ah94-quickFlight:Target Practice:obj_5:name,A mission objective name,Destroy Boats,선박 파괴
AH-94:ah94-quickFlight:Target Practice:obj_5:info,Mission objective info.,Destroy the boats in the channel.,수로에 있는 선박들을 파괴하십시오.
AH-94:ah94-quickFlight:Target Practice:obj_7:name,A mission objective name,Destroy Air Targets,공중 목표 파괴
AH-94:ah94-quickFlight:Target Practice:obj_7:info,Mission objective info.,Destroy the air targets patrolling the channel.,수로를 초계 중인 공중 표적을 파괴하십시오.
ah94-quickFlight_arcticAssault_b0,Text from a mission briefing.,"We're in the final stages of the assault on the enemy base.

We have the enemy right where we want them -- a small valley within range of our artillery.","적 기지 공격이 최종 단계에 접어들었습니다.

적은 우리가 원하던 위치, 즉 아군 포병 사거리 안의 작은 계곡에 모여 있습니다."
ah94-quickFlight_arcticAssault_b1,Text from a mission briefing.,"We'll begin firing rocket artillery and need you to scout out the enemy position to confirm their destruction.

Your job will be to clean up any targets that remain after the artillery barrage.","곧 로켓 포격을 시작할 것이며, 당신이 적 진지를 정찰해 파괴 여부를 확인해야 합니다.

당신의 임무는 포격 후 남은 목표물을 정리하는 것입니다."
ah94-quickFlight_arcticAssault_b2,Text from a mission briefing.,"Once the main enemy battalion has been destroyed, we'll have you scout out and destroy a few other secondary targets to support our ground forces and clear the way for our bombers.","적 주력 대대가 파괴되면, 아군 지상군을 지원하고 폭격기의 진로를 확보하기 위해 몇 가지 보조 목표를 정찰하고 파괴하게 됩니다."
ah94-quickFlight_arcticAssault_b3,Text from a mission briefing.,Your role is crucial in this final push towards victory. Good luck!,승리를 향한 마지막 공세에서 당신의 역할이 매우 중요합니다. 행운을 빕니다!
ah94-quickFlight_flightPractice_b0,Text from a mission briefing.,Practice taking off and landing in various locations.,다양한 장소에서 이륙과 착륙을 연습합니다.
ah94-quickFlight_flightPractice_b1,Text from a mission briefing.,Just follow each waypoint. Can you make each landing smoother or more efficient than the last?,경유지를 차례로 따라가면 됩니다. 매번 이전보다 더 부드럽고 효율적으로 착륙해 보십시오.
ah94-quickFlight_flightPractice_b2,Text from a mission briefing.,Finish the mission by landing on the moving cruiser's deck.,이동 중인 순양함 갑판에 착륙하면 임무가 완료됩니다.
ah94-quickFlight_smallArms_b0,Text from a mission briefing.,"Welcome!

I know you've been itching for a bit of action so I have a few tasks lined up for you today.

Let's get started.","환영합니다!

실전이 그리웠을 테니 오늘은 몇 가지 임무를 준비해 두었습니다.

시작해 봅시다."
ah94-quickFlight_smallArms_b1,Text from a mission briefing.,"A huge mountain range divides us from the enemy territory, so we usually don't get too much activity in the area.

Recently we began spotting small groups passing through and setting up small camps on our side of the ridge.","거대한 산맥이 아군과 적 영토를 갈라놓고 있어 평소에는 이 지역에 큰 움직임이 없었습니다.

그런데 최근 소규모 부대가 산맥을 넘어와 능선 이쪽에 작은 야영지를 세우는 모습이 포착되기 시작했습니다."
ah94-quickFlight_smallArms_b2,Text from a mission briefing.,"They appear to be setting up forward operating bases to service their VTOL capable attack aircraft.

They are still early in the preparation stage so we should attack now before they get too fortified.","적은 수직이착륙 공격기를 운용하기 위한 전진 작전 기지를 세우려는 것으로 보입니다.

아직 준비 초기 단계이므로 방비가 굳어지기 전에 지금 공격해야 합니다."
