Key,Description,en,korean
F/A-26B:fa26-opDesertCobra:mission7:obj_4:info,Mission objective info.,Find and destroy the high priority target.,우선 순위가 높은 대상을 찾아 파괴하십시오.
F/A-26B:fa26-opDesertCobra:mission7:obj_5:name,A mission objective name,RTB,기지로 귀환
F/A-26B:fa26-opDesertCobra:mission7:obj_5:info,Mission objective info.,Return to the carrier.,항공모함으로 귀환하십시오.
fa26-opDesertCobra:mission8_name,Name of a mission.,Decapitation,참수
fa26-opDesertCobra:mission8_description,Description of a mission.,End the conflict for good by launching a heavy strike on the command center.,사령부에 대한 맹렬한 공격을 감행하여 분쟁을 영원히 종결시키십시오.
F/A-26B:fa26-opDesertCobra:mission8:obj_0:name,A mission objective name,Rejoin,재합류
F/A-26B:fa26-opDesertCobra:mission8:obj_0:info,Mission objective info.,Rejoin with the wing leader.,윙 리더와 다시 합류하십시오.
F/A-26B:fa26-opDesertCobra:mission8:obj_1:name,A mission objective name,Follow,따라가기
F/A-26B:fa26-opDesertCobra:mission8:obj_1:info,Mission objective info.,Follow the wing leader and her commands on the way to the AO.,AO로 가는 길에 윙 리더의 명령을 따르세요.
F/A-26B:fa26-opDesertCobra:mission8:obj_2:name,A mission objective name,Strike Supplies,공격 보급품
F/A-26B:fa26-opDesertCobra:mission8:obj_2:info,Mission objective info.,Destroy all supply depots in the base.,기지에 있는 보급창고를 모두 파괴하십시오.
F/A-26B:fa26-opDesertCobra:mission8:obj_4:name,A mission objective name,Clear Defenses,방어 성공
F/A-26B:fa26-opDesertCobra:mission8:obj_4:info,Mission objective info.,Disable any remaining air defenses around the base.,기지 주변에 남아 있는 방공망을 모두 비활성화하십시오.
F/A-26B:fa26-opDesertCobra:mission8:obj_5:name,A mission objective name,Protect Transport,운송 보호
F/A-26B:fa26-opDesertCobra:mission8:obj_5:info,Mission objective info.,Protect the transport and the team of soldiers it carries.,수송기와 수송기가 운반하는 병사들을 보호하십시오.
F/A-26B:fa26-opDesertCobra:mission8:obj_6:name,A mission objective name,Take Off,이륙
F/A-26B:fa26-opDesertCobra:mission8:obj_6:info,Mission objective info.,Take off and wait for wingmen.,이륙해서 윙맨을 기다리세요.
F/A-26B:fa26-opDesertCobra:mission8:obj_7:name,A mission objective name,Destroy Tanks,탱크 파괴
F/A-26B:fa26-opDesertCobra:mission8:obj_7:info,Mission objective info.,Destroy tanks threatening the raid team.,공격 팀을 위협하는 탱크를 파괴하십시오.
F/A-26B:fa26-opDesertCobra:mission8:obj_9:name,A mission objective name,RTB,기지로 귀환
F/A-26B:fa26-opDesertCobra:mission8:obj_9:info,Mission objective info.,Return to the carrier.,항공모함으로 귀환하십시오.
fa26-opDesertCobra_mission1_b0,Text from a mission briefing.,"You are stationed at our most remote airbase, closest to the enemy border.

The enemy seeks to destroy the airbase's supplies in order to prevent us from conducting airstrikes in this region.","당신은 적의 국경에서 가장 가까운 공군기지에 주둔하고 있습니다.

적은 우리의 공습을 막기 위해 우리 공군기지의 보급 창고를 파괴하려고 합니다."
fa26-opDesertCobra_mission1_b1,Text from a mission briefing.,"Intel has revealed that the enemy has launched a multi-pronged effort to attack the airbase.

A small group of hostile self-propelled artillery have mobilized to get into firing range of our supply depots.","정보에 의하면 적이 공군 기지를 공격하기 위해 노력을 기울이고 있다고 밝혔습니다.

소규모의 적 자주포의 부대가 우리 보급 창고의 사격 범위에 진입하기 위해 동원되었습니다."
fa26-opDesertCobra_mission1_b2,Text from a mission briefing.,"While it will be necessary to destroy the artillery, we believe that the attack is aimed to distract us from a follow-up airstrike.

The type of attackers, their locations, and numbers are unknown at this time.","자주포를 파괴하는 것은 필요하지만, 우리는 이것이 시선을 분산시키기 위한 것이라고 생각합니다.

적의 유형, 위치 및 숫자는 현재 알 수 없습니다."
fa26-opDesertCobra_mission1_b3,Text from a mission briefing.,"An E-4 AWACS will be deployed in order to aid in locating the airborne threats.

Due to our proximity to enemy territory, the AWACS will be vulnerable.  Please defend it if necessary.","적의 대공 위협의 파악하기 위해 공중조기경보통제기인 E-4가 배치될 것입니다.

적지에 근접해 있기 때문에, 공중조기경보통제기는 취약할 것입니다. 적이 공격한다면 방어해 주십시오."
fa26-opDesertCobra_mission1_b4,Text from a mission briefing.,"SUMMARY:
Objective:
Defend airbase supply depots.

Known targets:
3x self-propelled artillery

Unknown targets:
Bombers and/or attack aircraft.","요약:
목표:
공군 기지 보급 창고를 방어하십시오.

알려진 대상:
자주포 3문

알 수 없는 대상:
폭격기 및 공격기."
fa26-opDesertCobra_mission2_b0,Text from a mission briefing.,"Now's our chance to head back out and return the favor to the enemy.

They occupy two airbases -- one to the northeast, and one further due north.","적에게 복수를 할 기회입니다.

적들은 두 곳의 공군기지를 가지고 있습니다. 한 곳은 북동쪽에 있고, 다른 한 곳은 북쪽에 있습니다."
fa26-opDesertCobra_mission2_b1,Text from a mission briefing.,"You must destroy the 4 supply depots at each base, for a total of 8 targets.

The enemy is most likely expecting us, so they probably beefed up air defenses as well as numerous aircraft on patrol.

Use the cover of darkness and terrain to mask your approach to the targets.","각 기지에 있는 4개의 보급창고를 파괴해야 하며, 총 8개의 목표물을 파괴해야 합니다.

적들이 우리를 기다리고 있을 가능성이 높기 때문에, 적들은 방공망을 강화하고 순찰 중인 수많은 전투기들을 강화했을 것입니다.

어둠과 지형을 이용하여 목표물에 접근하세요."
fa26-opDesertCobra_mission2_b2,Text from a mission briefing.,"We have gathered intel on the near exact locations of their supplies, which will be set as the objective waypoints.

How you want to attack is up to you.
I recommend to remain radar silent to avoid detection.","우리는 그들의 보급품의 위치에 대한 정보를 수집했습니다. 그 곳은 목표 경유지로 설정될 것입니다.

당신이 어떻게 공격하고 싶은지는 당신에게 달렸습니다.
레이더에 탐지되지 않도록 레이더를 끄고 이동하는걸 추천합니다."
fa26-opDesertCobra_mission2_b3,Text from a mission briefing.,"SUMMARY:
Objective: 
- Destroy the 8 supply depots at each base (4 each).

Threats:
- Numerous radar and IR SAM sites
- Hostile combat air patrol","요약:.
목표: 
- 각 기지에 있는 8개의 보급창고(각 4개)를 파괴합니다.

위협:
- 다수의 레이더 및 열추적 지대공 미사일 기지
- 적 전투기"
fa26-opDesertCobra_mission3_b0,Text from a mission briefing.,"You've been transferred to the airbase near Gloom Lake.  

This lake lies on another border between our nation and the enemy's, and is where they conduct tests on naval vessels and aircraft.","당신은 글룸 호수 근처의 공군기지로 이동되었습니다.  

이 호수는 우리나라와 적국 사이의 국경에 위치하고 있으며, 적들이 해군 함정과 항공기에 대한 실험을 하는 곳입니다."
fa26-opDesertCobra_mission3_b1,Text from a mission briefing.,"There have been an unusually high number of enemy drones harassing us recently.  They fly dangerously close to our base and force us to take defensive measures.  

We believe that they're attempting to distract us while they test new military technologies.","요즘 적의 무인기가 우리 기지에 가까이 날아와 위협을 가합니다.   

우리는 적이 새로운 군사 기술을 시험하는 동안 우리의 주의를 분산시키려 한다고 생각합니다."
fa26-opDesertCobra_mission3_b2,Text from a mission briefing.,"In order to put a damper on their research efforts, we're sending out a group of F/A-26Bs configured to sink their test ships.

Although this is a testing area, the enemy ships are fully functional and armed.","적 연구를 무산시키기 위해 적의 실험용 선박을 침몰하도록 F/A-26B 그룹을 구성하였습니다.

이것은 실험용 선박이지만 완벽하게 무장하고 있습니다."
fa26-opDesertCobra_mission3_b3,Text from a mission briefing.,"You and your wingmen are tasked to destroy enemy air defenses and patrol aircraft, to allow the strikers to perform the anti-shipping attack.

The strikers will be in the air waiting for you.  Join them and escort them along their attack path.","당신과 당신의 윙맨은 적의 방공망과 초계기를 파괴하여 공격기가 대함 공격을 수행할 수 있도록 해야 합니다.

공격기는 공중에서 당신을 기다리고있을 것입니다. 그들과 합류하여 공격 경로를 따라 호위하십시오."
fa26-opDesertCobra_mission3_b4,Text from a mission briefing.,"When you reach the end of the attack path, the strikers will begin anti-shipping. Target radars to prevent them from defending against the attack.

Simultaneously, allied combat air patrol will be vectored to the area to help keep enemy aircraft away.","공격 경로에 도달하면 적의 공격기가 방어를 시작합니다. 우리의 공격으로부터 방어하지 못하도록 레이더로 적 공격기를 지정합니다.

동시에, 동맹국 전투공중초계기가 적이 우리에게 접근하지 못하도록 멀리 유도할 것입니다."
fa26-opDesertCobra_mission3_b5,Text from a mission briefing.,"SUMMARY:
Objective: Support strikers while they attack enemy ships.
- Suppress enemy air defenses
- Defend strikers from enemy air patrols

Primary Targets:
- Radars
- Aggressive Aircraft

Threats:
- Ships
- Aircraft
- SAMs
- AAA","요약:
목표: 적함을 공격하는 동안 공격기를 지원하십시오.
- 적의 방공망을 제압
- 적의 공격로부터 공격기 방어

기본 대상:
- 레이더
- 공격기

위협:
- 선박
- 전투기
- 지대공 미사일
- 대공포"
fa26-opDesertCobra_mission4_b0,Text from a mission briefing.,"A couple of bombers are returning from a long range mission.  Their fuel reserves are low, so we're sending out a KC-49 tanker to provide air-to-air refuelling.

We are concerned that enemy aircraft will intercept the tanker, which is where you and your wingmen come in.","두 대의 폭격기가 장거리 임무를 마치고 돌아오고 있습니다. 그들의 연료 비축량이 적기 때문에 우리는 공대공 급유를 제공하기 위해 KC-49 유조선을 보내고 있습니다.

우리는 적 항공기가 당신과 당신의 윙맨이 들어오는 유조선을 요격할 것을 우려하고 있습니다."
fa26-opDesertCobra_mission4_b1,Text from a mission briefing.,"Fly with the tanker and keep it safe. Maintain active radar and RWR so you are aware of hostiles. 

AWACs will also be available to help spot incoming threats.","공중급유기와 함께 비행하고 안전하게 지키십시오. 적들을 알 수 있도록 활성 레이더와 RWR을 유지하십시오.

또한 들어오는 위협을 탐지하는 데 조기경보통제기를 사용할 수 있습니다."
fa26-opDesertCobra_mission4_b2,Text from a mission briefing.,"SUMMARY
Objective: 
- Escort the tanker to the rendezvous.  
- Engage all hostile aircraft that approach.
- Mission complete when the tanker and bombers return to base.

Threats:
- Hostile aircraft","요약
목표: 
- 공중급유기를 목적지까지 호위
- 접근하는 모든 적 전투기와 교전
- 공중급유기과 폭격기가 기지로 돌아오면 임무 완료

위협:
- 적 전투기"
fa26-opDesertCobra_mission5_b0,Text from a mission briefing.,"It's time to send a naval strike group deep into enemy territory.  The aircraft carrier and its escorts will soon be ready to depart, but enemy forces are close.  

They will likely attempt to stop the carrier group before our mission can even begin.","이제 해군 공격기 그룹을 적진 깊숙히 보낼 때입니다.  항공모함과 호위대는 곧 출발할 준비가 되었지만 적군은 생각보다 근접해 있습니다.  

적들은 우리가 임무를 시작하기 전에 우리를 막으려고 할 것 같습니다."
fa26-opDesertCobra_mission5_b1,Text from a mission briefing.,"Your job is to protect the ships, onboard aircraft, and the naval base from the enemy attack.  Hostile aircraft and land vehicles are approaching.  

Once the coast is clear, you will land on the carrier and join on the offensive.","당신의 임무는 적의 공격으로부터 함정, 항공기 탑재, 해군 기지를 보호하는 것입니다.  적 전투기와 육상 병력이 접근하고 있습니다.  

일단 해안이 안전해지면, 항공모함에 착륙해서 공세에 합류하게 됩니다."
fa26-opDesertCobra_mission5_b2,Text from a mission briefing.,"SUMMARY

Objective:
- Defend naval strike group and naval base

Threats:
- Fighter Aircraft
- Bombers
- Tanks
- Mobile Anti-Air","요약

목표:
- 해군 공격기 및 해군기지 방어

위협:
- 전투기
- 폭격기
- 탱크
- 자주대공포"
fa26-opDesertCobra_mission6_b0,Text from a mission briefing.,"The carrier group's first stop is a small northern island territory occupied by the enemy.

They have a few military bases here and use the island to stage their attacks on our western coast.","항공모함의 첫 번째 정박지는 적이 점령한 북쪽의 작은 섬입니다.

그들은 이곳에 몇 개의 군사 기지를 가지고 있고, 우리의 서쪽에서 공격합니다."
fa26-opDesertCobra_mission6_b1,Text from a mission briefing.,"The island is a valuable asset to the enemy's air and naval forces, so it's our duty to halt their operations here.

We will launch a full on air assault.","이 섬은 적의 공군과 해군에게 귀중한 자산이므로 이곳의 적의 작전을 중단시키는 것이 우리의 목표입니다.

우리는 전면적인 공중 공격을 개시할 것입니다."
fa26-opDesertCobra_mission6_b2,Text from a mission briefing.,"There are 4 major components to the attack, which will be split up among 4 specialized air groups.

Whiskey group will suppress enemy air defenses. X-ray group will attack ground targets such as armored vehicles and supply depots.  Bravo will sink the enemy ships.","이번 공격에는 4가지 주요 요소가 있으며, 우리를 이를 위해 4개의 항공 그룹을 구성합니다.

Whiskey 그룹은 적의 방공망을 제압할 것입니다. X-ray 그룹은 장갑차와 보급 창고와 같은 지상 목표물을 공격할 것입니다.  Bravo 그룹은 적 함선을 침몰시킬 것입니다."
fa26-opDesertCobra_mission6_b3,Text from a mission briefing.,"Kilo group, your group, will fly combat air patrol and keep the enemy fighters away from the other groups.

The enemy only has a few groups of fighters in the air, but they have a carrier full of aircraft ready to go, and an airbase not far from our point of entry.","당신의 그룹인 Kilo 그룹은 전투 항공 초계를 하고, 다른 공격의 영향을 주지 않도록 적 전투기를 멀리 유도합니다.

적군은 공중에서 소수의 전투기만을 보유하고 있지만, 항공기를 가득 실은 항공모함이 있고, 우리의 진입 지점에서 멀지 않은 곳에 공군기지가 있습니다."
fa26-opDesertCobra_mission6_b4,Text from a mission briefing.,"All groups will maintain open communications, but you will only have command over your own group.  Focus on your own objective (CAP) but maintain awareness of the bigger picture.",모든 그룹은 열린 통신을 유지하지만 당신은 자신의 그룹에 대한 명령만 내릴 수 있습니다.  당신의 목표(전투 항공 초계)에 집중하되 전체적인 작전을 생각하세요.
fa26-opDesertCobra_mission6_b5,Text from a mission briefing.,"SUMMARY

Objective:
- Combat air patrol

Targets:
- Multiple hostile aircraft

Threats:
- Hostile Aircraft
- SAMs
- Ships","요약

목표:
- 전투 항공 초계 

대상:
- 여러대의 적 전투기

위협:
- 적 전투기
- 지대공 미사일
- 선박"
fa26-opDesertCobra_mission7_b0,Text from a mission briefing.,"We have located the enemy's main source of oil off the shore of some remote islands.  

The carrier group has been sent to destroy the oil platforms and further reduce the enemy's ability to fuel war.","외딴 섬 해안에서 적의 주요 석유 공급원을 찾았습니다.  

항공모함은 적의 석유 플랫폼을 파괴하고 적의 전쟁 연료를 감소시키기 위해 파견되었습니다."
fa26-opDesertCobra_mission7_b1,Text from a mission briefing.,"There seems to be an unusually high naval military presence here, so the guided missile cruisers will be assisting your attack.

Air groups X-ray and Sierra will be primarily focused on SEAD, while Bravo will provide CAP.","여기는 해군 병력이 유난히 많은 것 같습니다. 그래서 순양함들이 당신의 공격을 도울 것입니다.

항공 그룹 X-ray와 Sierra는 주로 방공망 제압에 초점을 맞추고 Bravo는 전투 항공 초계를 제공할 것입니다."
fa26-opDesertCobra_mission7_b2,Text from a mission briefing.,"Your group, Kilo, will be responsible for striking the oil platforms.

We need the platforms to be destroyed beyond all repair, so you can either destroy all key components on the platform, or destroy two support pillars to topple the entire platform.","당신의 그룹, Kilo는 석유 공급원을 공격합니다.

석유 공급원이 완전히 복구될 수 없을 정도로 파괴되어야 합니다. 따라서 석유 공급원의 모든 핵심 구성 요소를 파괴하거나, 전체 석유 공급원을 무너뜨리기 위해 두 개의 기둥을 파괴할 수 있습니다."
fa26-opDesertCobra_mission7_b3,Text from a mission briefing.,"Our cruisers will approach from the north, on the western side of the ridge. 

The air groups will approach on the eastern side of the ridge at low altitude. You should remain undetected until you reach the channel.","우리 순양함들이 능선의 서쪽과 북쪽에서 접근할 것입니다. 

항공 그룹은 낮은 고도에서 산등성이의 동쪽에 접근할 것입니다. 목쵸에 도달할 때까지 탐지되지 않아야 합니다."
fa26-opDesertCobra_mission7_b4,Text from a mission briefing.,"The SEAD attack from the east should occur at the same time that the cruiser anti-ship missiles reach the enemy.

This will keep their defenses saturated while Kilo comes in to take down the oil platforms.","순양함 대함 미사일이 적에게 도달하는 것과 동시에 동쪽에서 방공망 제압 공격이 실행되야 합니다.

이렇게 하면 Kilo 그룹이 석유 공급원을 파괴하기 위해 가는 동안 그들의 병력을 분산시킬 수 있습니다."
fa26-opDesertCobra_mission7_b5,Text from a mission briefing.,"There may be other ground targets for you, but we will keep you updated on those as we acquire more information.",다른 지상 목표의 추가 정보를 입수하는 대로 최신 정보를 알려 드리겠습니다.
fa26-opDesertCobra_mission7_b6,Text from a mission briefing.,"SUMMARY

Objective:
- Destroy 4 oil platforms

Threats
- Ships
- SAMs
- Aircraft","요약

목표:
- 석유 공급원 4개 파괴

위협
- 선박
- 지대공 미사일
- 항공기"
fa26-opDesertCobra_mission8_b0,Text from a mission briefing.,"This mission will have two phases.
On the first phase, Kilo 1-1 will lead the flight into enemy territory.

You will be Kilo 1-2, and are assigned to support the flight lead.  Execute her commands to destroy secondary targets on the way to the enemy base.","이 임무는 두 단계로 구성됩니다.
첫 번째는 Kilo 1-1은 적지로의 비행을 이끌 것입니다.

당신은 Kilo 1-2가 되며, 비행 지휘를 지원하도록 배정됩니다.  윙맨 명령을 통해 적 기지로 가는 길에 있는 부수적인 목표물을 파괴하십시오."
fa26-opDesertCobra_mission8_b1,Text from a mission briefing.,"The mission is scheduled to start when one of the enemy's coastal defense sites goes down temporarily.

We expect the defenses to resume operation when they spot your approach, but at least it will give you an opportunity to disable them before they can acquire you.","이 임무는 적의 해안 방어 기지 중 하나가 일시적으로 무력화되면 시작될 예정입니다.

당신의 접근을 적이 발견하면 방어가 재개될 것으로 예상하지만, 당신이 접근하기 전까지 방어선 구축이 힘들 것입니다."
fa26-opDesertCobra_mission8_b2,Text from a mission briefing.,"The flight path will be low, weaving through the valleys to avoid line of sight with enemy radar.

Maintain formation with Kilo 1 for the entirety of the ingress phase.","적의 레이더를 피하기 위해 계곡을 가로질러 낮은 비행을 할 것입니다.

진입할 동안 Kilo 1 대형을 유지합니다."
fa26-opDesertCobra_mission8_b3,Text from a mission briefing.,"The secondary targets are coastal defenses at Alpha and two IR SAM units at Bravo. Destroying them will help clear the way for the bomber. 

Again, flight leader Kilo 1-1 will call the shots on these targets.","두 번째 목표는 Alpha 그룹의 해안 방어 및 Bravo 그룹 두 부대의 지대공 미사일 공격입니다. 그것들을 파괴하는 것은 폭격기의 길을 터주는 데 도움이 될 것입니다. 

다시 한 번 말씀드리지만 Kilo 1-1이 이 들을 지휘할 것입니다."
fa26-opDesertCobra_mission8_b4,Text from a mission briefing.,"The primary objective will begin when you reach the base at Charlie.

Allied rocket artillery will be in the area launching strikes on the base's air defenses.","첫 번째 목표는 Charlie 그룹이 기지에 도착하면 시작됩니다.

동맹국 로켓포는 이 지역에 배치되어 기지의 방공망을 타격할 것입니다."
fa26-opDesertCobra_mission8_b5,Text from a mission briefing.,"The primary targets are rows of cylindrical tents lined up from east to west.

Your flight path will allow you to strike multiple targets in a single low-altitude bombing pass.","주요 타깃은 동쪽에서 서쪽으로 늘어선 원통형 텐트들입니다.

비행 경로를 통해 저고도 폭격 경로로 여러 표적을 타격할 수 있습니다."
fa26-opDesertCobra_mission8_b6,Text from a mission briefing.,"After the first pass, flight lead duties will be passed over to you (Kilo 1-2).  Lead your wingmen to take down the remaining targets.","첫 번째 목표 완료 후, 비행 지휘 업무는 당신(Kilo 1-2)에게 인계됩니다.  나머지 목표물을 격추하도록 윙맨들을 지휘하십시오."
fa26-opDesertCobra_mission8_b7,Text from a mission briefing.,"A group of F-45A's will take off from a nearby FARP to help keep enemy aircraft and other threats off of you and your wingmen.

Once primary targets have been destroyed, an AV-42C will also dispatch from here to deliver troops to the headquarters and capture the enemy leaders.","F-45A 그룹이 적 전투기가 아군에게 접근하지 못하도록 돕기 위해 근처에서 이륙할 것입니다.

일단 주요 목표물이 파괴되면, AV-42C이 이 곳으로 병력을 수송하고 적의 지도자들을 포로로 잡을 것입니다."
fa26-opDesertCobra_mission8_b8,Text from a mission briefing.,"You will be tasked to protect them at that time, but we'll update you on that final operation when we get to it.

Focus on supporting your wingmen during the flight through hostile territory and destroying the primary targets.","이 때 호위 임무을 수행하게 되겠지만, 임무가 완료되면 최종 임무에 대해 알려드리겠습니다.

적의 영토을 지나면서 윙맨을 지원하고 주요 목표물을 파괴하는 데 집중하십시오."
fa26-opDesertCobra_mission8_b9,Text from a mission briefing.,"SUMMARY

OBJECTIVES
-  Clear air defenses for bombers
- *Destroy enemy assets
-  Protect troop transport

THREATS
- IR and Radar SAMs
- Aircraft","요약

목표
-  폭격기를 위한 방공 상태 유지
- *적 자산 파괴
-  병력 수송 보호

위협
- 지대공 미사일
- 전투기"
campaign_f45-quickFlight_name,Name of a campaign.,Quick Flight,빠른 비행
campaign_f45-quickFlight_description,Description of a campaign.,A small collection of quick missions for the F-45A.,F-45A를 위한 간단한 임무 목록입니다.
f45-quickFlight:45_2StageAttack_name,Name of a mission.,Counter-Bomber,폭격기 공격
f45-quickFlight:45_2StageAttack_description,Description of a mission.,Take the lead on this two-part mission to take down hostile bombers.,적대적인 폭격기들을 격추하는 이 두 가지 임무에 앞장 서십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_0:name,A mission objective name,SEAD,방공망 제압
F-45A:f45-quickFlight:45_2StageAttack:obj_0:info,Mission objective info.,Destroy the long range MAD-4 Radar (M4) near the airbase.,공군기지 근처의 장거리 MAD-4 레이더(M4)를 파괴하십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_1:name,A mission objective name,Destroy Fighters,전투기 파괴
F-45A:f45-quickFlight:45_2StageAttack:obj_1:info,Mission objective info.,Destroy the fighters taking off from the base with the help of India group.,인도 그룹의 도움을 받아 기지에서 이륙하는 전투기를 파괴하십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_2:name,A mission objective name,Rearm,재정비
F-45A:f45-quickFlight:45_2StageAttack:obj_2:info,Mission objective info.,Rearm at FARP,FARP에서 재무장하십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_3:name,A mission objective name,Destroy Bombers,폭격기 파괴
F-45A:f45-quickFlight:45_2StageAttack:obj_3:info,Mission objective info.,Destroy bombers taking off from second airbase.,두 번째 공군기지에서 이륙하는 폭격기를 파괴하십시오.
F-45A:f45-quickFlight:45_2StageAttack:obj_4:name,A mission objective name,RTB,기지로 귀환
F-45A:f45-quickFlight:45_2StageAttack:obj_4:info,Mission objective info.,Return to the fleet.,함대로 돌아가십시오.
f45-quickFlight:45_BayAssault_name,Name of a mission.,Bay Assault,베이 어썰트
f45-quickFlight:45_BayAssault_description,Description of a mission.,Attack high value targets in an attack on enemy territory.,적의 영역을 공격할 때 가치가 높은 대상을 공격합니다.
F-45A:f45-quickFlight:45_BayAssault:obj_0:name,A mission objective name,Destroy C2,C2 파괴
F-45A:f45-quickFlight:45_BayAssault:obj_0:info,Mission objective info.,Locate and destroy the command & control bunkers,지휘 및 통제 벙커를 찾아 파괴하십시오
F-45A:f45-quickFlight:45_BayAssault:obj_1:name,A mission objective name,Destroy Artillery,포병 파괴
F-45A:f45-quickFlight:45_BayAssault:obj_1:info,Mission objective info.,Destroy the artillery attacking our ships.,우리 함선을 공격하는 기관포를 파괴하십시오.
F-45A:f45-quickFlight:45_BayAssault:obj_2:name,A mission objective name,Destroy Aircraft,항공기 파괴
F-45A:f45-quickFlight:45_BayAssault:obj_2:info,Mission objective info.,Find and destroy the highly capable enemy stealth fighters.,뛰어난 능력을 갖춘 적의 스텔스 전투기를 찾아 파괴하십시오.
F-45A:f45-quickFlight:45_BayAssault:obj_3:name,A mission objective name,Destroy Bombers,폭격기 파괴
F-45A:f45-quickFlight:45_BayAssault:obj_3:info,Mission objective info.,Find and destroy the enemy bomber aircraft.,적의 폭격기를 찾아 파괴하십시오.
F-45A:f45-quickFlight:45_BayAssault:obj_4:name,A mission objective name,RTB,기지로 귀환
F-45A:f45-quickFlight:45_BayAssault:obj_4:info,Mission objective info.,Return to the assault carrier.,공격 항공모함으로 돌아가십시오.
F-45A:f45-quickFlight:45_BayAssault:obj_5:name,A mission objective name,Protect Carriers,항공기 보호
F-45A:f45-quickFlight:45_BayAssault:obj_5:info,Mission objective info.,Do not let the enemy destroy either of our carriers!,적이 우리의 항공모함을 파괴하지 못하게 하십시오!
f45-quickFlight:45_carrierPractice_name,Name of a mission.,Carrier Landing Practice,항공모함 착함 훈련
f45-quickFlight:45_carrierPractice_description,Description of a mission.,Practice arrested or vertical landings on a moving carrier.,이동 중인 항공모함에 대한 착륙 또는 수직 착륙을 훈련합니다.
f45-quickFlight:f45-freeFlight_name,Name of a mission.,Free Flight,자유 비행
f45-quickFlight:f45-freeFlight_description,Description of a mission.,No enemies or objectives.,적도 목표도 없습니다.
f45-quickFlight:f45_quickMission1_name,Name of a mission.,Stealth Strike,스텔스 공격
f45-quickFlight:f45_quickMission1_description,Description of a mission.,"Search for and destroy enemy weapon caches. Avoid detection or pay the price. Once they know where you are, they'll do anything to stop you.",적의 무기 보관함을 찾아 파괴하십시오. 탐지를 피하지 못하면 대가를 치러야 합니다. 그들이 당신이 어디에 있는지 알게되면 당신을 막기 위해 무엇이든 할 것입니다.
F-45A:f45-quickFlight:f45_quickMission1:obj_0:name,A mission objective name,Destroy Targets,목표물 파괴
F-45A:f45-quickFlight:f45_quickMission1:obj_0:info,Mission objective info.,Find and destroy enemy weapon caches. Locations unknown.,적의 무기 보관함을 찾아 파괴하십시오. 위치를 알 수 없습니다.
F-45A:f45-quickFlight:f45_quickMission1:obj_1:name,A mission objective name,RTB,기지로 귀환
F-45A:f45-quickFlight:f45_quickMission1:obj_1:info,Mission objective info.,Return to and land on the helipad.,헬리콥터 착륙장으로 돌아가 착륙합니다.
f45-quickFlight_45_2StageAttack_b0,Text from a mission briefing.,"You will be the first to launch from the carrier.

Destroy the long range air defenses at the enemy coastal airbase Alpha first so that we can launch fighters.","당신은 항공모함에서 가장 먼저 출격합니다.

아군이 전투기를 출격할 수 있도록 당신이 먼저 적 해안 공군 기지(Alpha)의 장거리 방공포을 파괴하십시오."
f45-quickFlight_45_2StageAttack_b1,Text from a mission briefing.,"Once the air defenses are destroyed, CAP group India will launch from the carrier to help you clean up the enemy fighters.",방공포가 파괴되면 전투 항공 초계 그룹 India가 항공모함에서 출격하여 적 전투기를 공격하는 데 도움을 줄 것입니다.
f45-quickFlight_45_2StageAttack_b2,Text from a mission briefing.,"After clearing the fighters, land at the FARP to reconfigure for a purely air-to-air role. You will be joined by another F-45 to take down the enemy bombers taking off from airbase Bravo.

SEAD group Romeo will launch from the carrier to disable the SAM sites at Bravo.","전투기를 제거한 후 FARP에 착륙하여 공대공 역할로 재무장하십시오. 그런 다음 다른 F-45와 합류하여 적 공군 기지(Bravo)에서 이륙하는 적 폭격기를 격추하십시오.

방공망 제압 그룹 Romeo는 Bravo에서 지대공 미사일 기지를 무력화하기 위해 항공모함에서 시작합니다."
f45-quickFlight_45_2StageAttack_b3,Text from a mission briefing.,Destroy the two bombers from Bravo then return to carrier to complete the mission!,적 공군 기지(Bravo)에서 폭격기 2대를 파괴하고 항공모함으로 돌아가 임무를 완료하세요!
f45-quickFlight_45_BayAssault_b0,Text from a mission briefing.,"Complete all of the objectives, then return to the assault carrier.

You can complete them in any order you choose.

There's a mix of hardened surface targets and air targets.","모든 목표를 완료한 다음 항공모함으로 귀환하십시오.

당신이 정한 순서대로 임무를 진행 할 수 있습니다.

해상 표적과 공중 표적이 있습니다."
f45-quickFlight_45_BayAssault_b1,Text from a mission briefing.,"Enemy rocket artillery have moved into range and have begun firing on our fleet from the other side of a mountain.

They have a low hit probability, but we must destroy them.","산 반대편에서 적의 로켓포가 우리 함대를 공격하기 시작했습니다.

적중 확률은 낮지만 파괴해야 합니다."
f45-quickFlight_45_BayAssault_b2,Text from a mission briefing.,"Enemy bombers have also been known to operate from this area. If they decide to deploy them against our assault fleet, they will be a high priority target.","적의 폭격기 또한 이 지역에서 활동하는 것으로 알려져 있습니다. 적이 우리 함대를 공격하기로 결정한다면, 우리는 그들은 최우선적으로 공격하게 될 것입니다."
